Title,Title_URL,Image,Tag,Price,Price1,style_component__qn84q,style_listingdetail__b0bdg,style_listingdetail__b0bdg2,style_listingdetail__b0bdg3
72 William Stephenson Dr,https://www.zoocasa.com/whitby-on-real-estate/72-william-stephenson-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,550,000","List Price$999,898",3 months ,4 Bed,3 Bath,2500–3000 sqft
8 Westbury Way,https://www.zoocasa.com/whitby-on-real-estate/8-westbury-way,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,150,000","List Price$849,900",3 months ,3 Bed,3 Bath,N/A sqft
445 Townline Rd W,https://www.zoocasa.com/whitby-on-real-estate/445-townline-rd,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F8c8cd739-8bf7-414f-b6ca-781a1b092dfc.jpg&w=640&q=75,Sold,"$3,280,000","List Price$3,390,000",3 months ,5 Bed,5 Bath,3500–5000 sqft
3 - 16 Petra Way,https://www.zoocasa.com/whitby-on-real-estate/3-16-petra-way,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fe6c512c4-226f-4a1d-9c0f-def8a682e401.jpg&w=640&q=75,Sold,"$851,000","List Price$699,000",3 months ,2 Bed,1 Bath,1200–1399 sqft
243 Montgomery Ave,https://www.zoocasa.com/whitby-on-real-estate/243-montgomery-ave,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fb15de60b-9416-460d-975d-6e1570293998.jpg&w=640&q=75,Sold,"$1,720,000","List Price$1,449,900",Sold 3 Months Ago,5 Bed,6 Bath,3000–3500 sqft
56 Knotty Pine Dr,https://www.zoocasa.com/whitby-on-real-estate/56-knotty-pine-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,265,000","List Price$899,900",3 months ,3 Bed,3 Bath,N/A sqft
120 Lady May Dr,https://www.zoocasa.com/whitby-on-real-estate/120-lady-may-dr,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F7553f545-c74a-4087-a3e4-03b573da7ff6.jpg&w=640&q=75,Sold,"$1,415,000","List Price$989,900",3 months ,3 Bed,4 Bath,1500–2000 sqft
78 Hartrick Pl,https://www.zoocasa.com/whitby-on-real-estate/78-hartrick-pl,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$999,999","List Price$850,000",3 months ,3 Bed,2 Bath,N/A sqft
123 Bowman Ave,https://www.zoocasa.com/whitby-on-real-estate/123-bowman-ave,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,300,000","List Price$999,000",3 months ,3 Bed,3 Bath,N/A sqft
245 Montgomery Ave,https://www.zoocasa.com/whitby-on-real-estate/245-montgomery-ave,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fb61c8eea-e280-4005-90d2-17d2f52610b5.jpg&w=640&q=75,Sold,"$1,510,000","List Price$1,188,000",3 months ,4 Bed,3 Bath,N/A sqft
110 Old Colony Dr,https://www.zoocasa.com/whitby-on-real-estate/110-old-colony-dr,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fbe6dbe3a-c129-4268-aa13-5ed9b778d8fa.jpg&w=640&q=75,Sold,"$1,650,000","List Price$1,599,900",3 months ,4 Bed,4 Bath,2500–3000 sqft
lot 7 Lively Way Lane,https://www.zoocasa.com/whitby-on-real-estate/lot-7-lively-way-lane,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,125,771","List Price$1,099,990",3 months ,3 Bed,4 Bath,2000–2500 sqft
94 Kirkland Pl,https://www.zoocasa.com/whitby-on-real-estate/94-kirkland-pl,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$955,000","List Price$699,000",3 months ,3 Bed,3 Bath,N/A sqft
21 Glengowan St,https://www.zoocasa.com/whitby-on-real-estate/21-glengowan-st,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F042b0dcd-4652-4dc7-98e2-dd985a15592f.jpg&w=640&q=75,Sold,"$1,940,000","List Price$1,499,000",3 months ,4 Bed,5 Bath,2500–3000 sqft
69 Aster Cres,https://www.zoocasa.com/whitby-on-real-estate/69-aster-cres,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fd03f63e9-10bf-4080-9e4e-61da3b681a44.jpg&w=640&q=75,Sold,"$1,300,000","List Price$999,900",3 months ,4 Bed,3 Bath,N/A sqft
