Title,Title_URL,Image,Tag,Price,Price1,style_component__qn84q,style_listingdetail__b0bdg,style_listingdetail__b0bdg2,style_listingdetail__b0bdg3
274 Denise Circ,https://www.zoocasa.com/newmarket-on-real-estate/274-denise-cir,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,175,000","List Price$998,000",Sold 1 Month Ago,4 Bed,3 Bath,1500–2000 sqft
225 Coleridge Dr,https://www.zoocasa.com/newmarket-on-real-estate/225-coleridge-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,185,000","List Price$999,900",Sold 1 Month Ago,3 Bed,3 Bath,N/A sqft
104 - 543 Timothy St,https://www.zoocasa.com/newmarket-on-real-estate/104-543-timothy-st,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$629,000","List Price$639,000",Sold 1 Month Ago,1 Bed,1 Bath,700–799 sqft
231 Woodspring Ave,https://www.zoocasa.com/newmarket-on-real-estate/231-woodspring-ave,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,550,000","List Price$1,500,000",1 month ,4 Bed,4 Bath,2500–3000 sqft
380 Roywood Cres,https://www.zoocasa.com/newmarket-on-real-estate/380-roywood-cres,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,175,000","List Price$799,900",1 month ,3 Bed,2 Bath,N/A sqft
405 Borden Ave,https://www.zoocasa.com/newmarket-on-real-estate/405-borden-ave,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,280,000","List Price$1,088,000",1 month ,4 Bed,3 Bath,N/A sqft
297 Billings Cres,https://www.zoocasa.com/newmarket-on-real-estate/297-billings-cres,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,420,000","List Price$1,199,000",1 month ,4 Bed,3 Bath,N/A sqft
522 Menczel Cres,https://www.zoocasa.com/newmarket-on-real-estate/522-menczel-cres,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F48d99d65-2ea3-45e4-84c2-1a4211a1746b.jpg&w=640&q=75,Sold,"$1,340,000","List Price$1,348,000",Sold 1 Month Ago,4 Bed,4 Bath,N/A sqft
393 Vanden Bergh Blvd,https://www.zoocasa.com/newmarket-on-real-estate/393-vanden-bergh-blvd,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,450,000","List Price$1,299,000",1 month ,4 Bed,4 Bath,2000–2500 sqft
443 Kwapis Blvd,https://www.zoocasa.com/newmarket-on-real-estate/443-kwapis-blvd,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,645,000","List Price$1,290,000",1 month ,4 Bed,6 Bath,2000–2500 sqft
